"AmitSIPUser","1100","1002","default","2017-07-13 12:11:35","2017-07-13 12:11:53","2017-07-13 12:17:42","367","349","NORMAL_CLEARING","bc654cad-c62e-40eb-a9c1-77634b212ca5","5c4ce767-0189-46b3-867d-44a6881d8960","1100","G722","G722"
"AmitSIPUser","1100","1002","default","2017-07-13 13:08:04","2017-07-13 13:08:32","2017-07-13 13:08:48","44","16","NORMAL_CLEARING","70e1d5b6-0592-4cb5-b10a-2b30cab546b7","f5b89d4f-65fd-4daa-a7db-fb3a10d9706e","1100","G722","G722"
"AmitSIPUser","1100","4000","default","2017-07-13 13:09:48","2017-07-13 13:09:58","2017-07-13 13:10:37","49","39","NORMAL_CLEARING","82a7bd94-5609-4c5a-a0e1-1f36dd9e19c8","","1100","G722","G722"
"AmitSIPUser","1100","433323","default","2017-07-17 08:05:00","","2017-07-17 08:05:11","11","0","NORMAL_CLEARING","5eb93642-9b94-4e6c-a99a-a1b55598e46f","","1100","",""
"AmitSIPUser","1100","433323","default","2017-07-17 08:05:23","","2017-07-17 08:05:33","10","0","NORMAL_CLEARING","0c0d8f7b-3099-4c60-aabc-cc3f2bd03cb2","","1100","",""
"AmitSIPUser","1100","1002","default","2017-07-17 08:13:29","","2017-07-17 08:13:44","15","0","ORIGINATOR_CANCEL","090beeef-964a-429d-a256-112162f6e57d","","1100","G722","G722"
"AmitSIPUser","1100","8192324","default","2017-07-18 07:41:48","","2017-07-18 07:42:32","44","0","RECOVERY_ON_TIMER_EXPIRE","ff7214e0-600d-41b9-bf57-63e0311590ce","","1100","",""
"AmitSIPUser","1100","1002","default","2017-07-18 08:12:04","","2017-07-18 08:12:21","17","0","ORIGINATOR_CANCEL","1ffe0908-ee76-4b92-88fd-fb6011336d46","","1100","G722","G722"
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:30:22","","2017-07-18 08:30:33","11","0","NORMAL_CLEARING","79cf8867-5f10-4165-b091-6c6e7f22084a","","1100","",""
"AmitSIPUser","1100","98192324","default","2017-07-18 08:30:51","","2017-07-18 08:31:01","10","0","NORMAL_CLEARING","7ebe6607-63c4-4f65-bbce-b5e520881c47","","1100","",""
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:34:28","","2017-07-18 08:34:31","3","0","ORIGINATOR_CANCEL","f0f792d8-f968-47cc-9c28-33b6f7ab3c71","","1100","",""
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:34:51","","2017-07-18 08:35:01","10","0","INVALID_GATEWAY","591f6a67-3873-44fc-a292-429040cf0385","","1100","",""
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:35:55","","2017-07-18 08:36:06","11","0","INVALID_GATEWAY","bec92ecd-566a-4d87-8cf8-27e5ac25d890","","1100","",""
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:58:25","","2017-07-18 08:58:28","3","0","ORIGINATOR_CANCEL","f0773b98-b9c7-4d10-a04f-483bde824b2a","","1100","",""
"AmitSIPUser","1100","9018005551212","default","2017-07-18 08:58:37","","2017-07-18 08:58:47","10","0","NORMAL_CLEARING","cc6e7ef0-2894-4e1a-bc1c-171c84e3f1c3","","1100","",""
"AmitSIPUser","1100","918005551212","default","2017-07-18 08:59:37","","2017-07-18 08:59:47","10","0","INVALID_GATEWAY","474b3cd2-386b-48e6-bb3d-5680dc21a13f","","1100","",""
"Outbound Call","1100","9664","default","2017-07-21 10:06:49","2017-07-21 10:06:56","2017-07-21 10:07:12","23","16","NORMAL_CLEARING","8642fb24-3e08-4108-a450-c57ab552db97","","1100","opus","opus"
"AmitSIPUser","1100","1200","default","2017-07-21 10:08:45","","2017-07-21 10:08:47","2","0","ORIGINATOR_CANCEL","bc814c4d-c49b-4426-9e13-6f80b8a110ac","","1100","",""
"AmitSIPUser","1100","1200","default","2017-07-21 10:10:12","","2017-07-21 10:10:13","1","0","ORIGINATOR_CANCEL","33b351c4-f4ba-4c15-9042-a3284948d243","","1100","",""
