"1002","1002","*","default","2017-07-09 10:46:47","","2017-07-09 10:46:52","5","0","ORIGINATOR_CANCEL","ea36459d-14c9-4a87-a29e-499e05ebc5c5","","1002","",""
"1002","1002","*","default","2017-07-09 10:46:55","","2017-07-09 10:47:06","11","0","NORMAL_CLEARING","dcbcf9c2-e969-4f19-97ae-16293e599ee7","","1002","",""
"1002","1002","*","default","2017-07-09 10:47:17","","2017-07-09 10:47:27","10","0","NORMAL_CLEARING","79464289-2fcd-4bc0-b67a-5935fe3bbec1","","1002","",""
"1002","1002","*","default","2017-07-09 10:49:50","","2017-07-09 10:49:54","4","0","ORIGINATOR_CANCEL","b7228f8c-0555-4642-85d1-1ae4cd1695d0","","1002","",""
"1002","1002","*","default","2017-07-09 10:49:57","","2017-07-09 10:50:01","4","0","ORIGINATOR_CANCEL","c7d2cb14-9bd3-4733-b38b-79a8ecbc9560","","1002","",""
"1002","1002","*","default","2017-07-09 10:50:05","","2017-07-09 10:50:08","3","0","ORIGINATOR_CANCEL","d1d38dde-0f32-4e71-b1a4-711ba560c11b","","1002","",""
"1002","1002","*","default","2017-07-09 10:50:12","","2017-07-09 10:50:14","2","0","ORIGINATOR_CANCEL","950c4e21-34c0-4888-a465-7c59cbba495b","","1002","",""
"1002","1002","*","default","2017-07-09 13:12:30","","2017-07-09 13:12:34","4","0","ORIGINATOR_CANCEL","f3bea53a-aa9f-4bdc-996c-4c9311e62933","","1002","",""
"1002","1002","1000","default","2017-07-09 13:12:56","2017-07-09 13:13:24","2017-07-09 13:13:56","60","32","NORMAL_CLEARING","fb04e814-e38e-4454-b1e0-feaf4c4c067e","01273bf3-b80a-4532-9117-3d3f7a06036b","1002","opus","opus"
"1002","1002","1000","default","2017-07-09 17:31:20","2017-07-09 17:31:34","2017-07-09 17:32:46","86","72","NORMAL_CLEARING","b57c4c15-6b8f-46f9-94a8-e7fe7835f527","7b8fcd87-18a9-4f4e-85d1-864be552df56","1002","opus","opus"
"1002","1002","6000","default","2017-07-09 17:34:21","2017-07-09 17:34:32","2017-07-09 17:35:08","47","36","NORMAL_CLEARING","5207f9f2-0f0c-4bd4-a891-aa5af31a6fc6","","1002","opus","opus"
"1002","1002","1100","default","2017-07-13 12:10:38","","2017-07-13 12:10:39","1","0","ORIGINATOR_CANCEL","2bd1c47f-5a3b-4a29-8dd8-b53ac2ced5f7","","1002","",""
"1002","1002","1100","default","2017-07-13 12:10:51","2017-07-13 12:11:01","2017-07-13 12:11:33","42","32","NORMAL_CLEARING","ce8f4541-2d7d-4eb5-a244-688d4497f0d5","ac9a0a90-e0fe-4959-8246-8fdee10c250f","1002","opus","opus"
"Amit","1002","8192324","default","2017-08-28 18:21:26","","2017-08-28 18:22:09","43","0","RECOVERY_ON_TIMER_EXPIRE","80b64219-8ddc-4a6d-b308-49f447cc3845","","1002","",""
"Amit","1002","8192324","default","2017-08-28 18:22:13","","2017-08-28 18:22:27","14","0","ORIGINATOR_CANCEL","ff9ee124-a4c5-4efd-8037-f272c1af3105","","1002","",""
"Amit","1002","1001","default","2017-08-28 18:31:49","2017-08-28 18:31:49","2017-08-28 18:31:58","9","9","NORMAL_CLEARING","da3029f4-fe0f-4fe5-8f5a-dedf85b8e626","ca6ac518-aebf-4d9c-be22-81bd0acb778e","1002","G722","G722"
"Amit","1002","8192324","default","2017-08-28 18:38:48","","2017-08-28 18:39:16","28","0","ORIGINATOR_CANCEL","e2cf9807-3b87-4a1b-869a-56eb444d531c","","1002","",""
"Amit","1002","8192324","default","2017-08-28 18:40:07","","2017-08-28 18:40:10","3","0","ORIGINATOR_CANCEL","780ebea5-44c5-451b-9993-43ded28545ee","","1002","",""
"Amit","1002","8192324","default","2017-08-28 18:40:26","","2017-08-28 18:40:54","28","0","ORIGINATOR_CANCEL","11e0e7e2-f5c1-4d93-9d10-65ea0bdf15c6","","1002","",""
"Amit","1002","8192324","default","2017-08-28 18:41:12","","2017-08-28 18:41:44","32","0","RECOVERY_ON_TIMER_EXPIRE","998dbddb-4bb6-49fa-94d9-1ea3b70791a5","","1002","",""
"Amit","1002","9888","default","2017-08-28 18:44:31","2017-08-28 18:44:34","2017-08-28 18:46:51","140","137","NORMAL_CLEARING","0c43b182-390f-4cb3-bed3-7463ae0d3bbd","a390503d-70eb-437c-9b32-934095556c4d","1002","G722","G722"
"Amit","1002","8192324","default","2017-08-28 19:22:57","","2017-08-28 19:22:59","2","0","ORIGINATOR_CANCEL","652caba7-d256-412b-b19c-7f4b2db30e17","","1002","",""
"Amit","1002","904","default","2017-08-28 20:02:59","","2017-08-28 20:02:59","0","0","NORMAL_CLEARING","0e865b49-68e7-4471-b1f5-58ab589909f9","","1002","",""
"Amit","1002","8192324","default","2017-08-28 20:03:18","","2017-08-28 20:03:33","15","0","ORIGINATOR_CANCEL","5020ddd8-68a0-4f3e-9390-690600999dec","","1002","",""
"Amit","1002","8192324","default","2017-08-28 20:03:40","","2017-08-28 20:04:12","32","0","RECOVERY_ON_TIMER_EXPIRE","a979570b-c905-4155-81f1-1a6d0c3ca8ba","","1002","",""
