"Amit","1001","8192324","default","2017-08-24 10:11:51","","2017-08-24 10:12:34","43","0","RECOVERY_ON_TIMER_EXPIRE","74e094ce-bfce-48f4-a12d-ae904726d970","","1001","",""
"Amit","1001","8192324","default","2017-08-24 10:12:42","","2017-08-24 10:13:24","42","0","RECOVERY_ON_TIMER_EXPIRE","3ba3ab4b-69c0-4b05-8b08-5c3c0b525c30","","1001","",""
"Amit","1001","8192324","default","2017-08-24 10:14:08","","2017-08-24 10:14:51","43","0","RECOVERY_ON_TIMER_EXPIRE","9594f620-26d0-40db-a363-1447def2cc26","","1001","",""
"Amit","1001","8192324","default","2017-08-24 10:20:14","","2017-08-24 10:20:56","42","0","RECOVERY_ON_TIMER_EXPIRE","28b6cf8a-6448-4601-8544-4f18b5cf151a","","1001","",""
"Amit","1001","8192324","default","2017-08-24 10:21:02","","2017-08-24 10:21:44","42","0","RECOVERY_ON_TIMER_EXPIRE","926e1915-79f0-42e7-b1f4-d5b756dbb367","","1001","",""
"Amit","1001","81932324","default","2017-08-24 10:26:14","","2017-08-24 10:26:24","10","0","NORMAL_CLEARING","df68c3d9-f20a-45d1-9363-f84a22c22cc7","","1001","",""
"Amit","1001","81932324","default","2017-08-24 11:37:30","","2017-08-24 11:37:40","10","0","NORMAL_CLEARING","ff825200-c92d-4187-b922-f86aa572832c","","1001","",""
"Amit","1001","81932324","default","2017-08-28 12:58:11","","2017-08-28 12:58:21","10","0","ORIGINATOR_CANCEL","99e2e51c-85b2-428e-b148-45df21e22fbe","","1001","",""
"Amit","1001","8192324","default","2017-08-28 12:58:24","","2017-08-28 12:59:07","43","0","RECOVERY_ON_TIMER_EXPIRE","715df651-3414-45b8-a522-d901571181fc","","1001","",""
"Amit","1001","8192324","default","2017-08-28 13:13:25","","2017-08-28 13:13:28","3","0","ORIGINATOR_CANCEL","dfed055a-dbdf-415d-8eaa-2823f40532f1","","1001","",""
"Amit","1001","8192324","default","2017-08-28 13:18:45","","2017-08-28 13:19:28","43","0","RECOVERY_ON_TIMER_EXPIRE","2d1a9892-4cf5-43c7-b7a6-6214350864a7","","1001","",""
"Amit","1001","8192324","default","2017-08-28 13:23:56","","2017-08-28 13:24:39","43","0","RECOVERY_ON_TIMER_EXPIRE","f188e1c4-c746-4020-8b6f-5c801ecfa711","","1001","",""
"Amit","1001","8192324","default","2017-08-28 16:30:17","","2017-08-28 16:30:55","38","0","ORIGINATOR_CANCEL","20d34f0e-3945-4a5f-95b6-c07ceb586157","","1001","",""
"Amit","1001","8192324","default","2017-08-28 16:30:58","","2017-08-28 16:31:40","42","0","RECOVERY_ON_TIMER_EXPIRE","d6b24c90-1f4e-4f36-a616-f1ad2a39d0fe","","1001","",""
"Amit","1001","8888","default","2017-08-28 16:43:33","","2017-08-28 16:43:43","10","0","NORMAL_CLEARING","c196fcde-c0d2-41e0-9220-3b5a76286fc6","","1001","",""
"Amit","1001","8888","default","2017-08-28 16:43:54","","2017-08-28 16:44:05","11","0","NORMAL_CLEARING","e98ce8a4-f470-4479-8b58-0b29e82d4d6c","","1001","",""
"Amit","1001","8888","default","2017-08-28 16:44:41","","2017-08-28 16:44:52","11","0","NORMAL_CLEARING","26b96f59-e68d-4ea9-af97-3debea827aad","","1001","",""
"Amit","1001","8888","default","2017-08-28 16:47:13","","2017-08-28 16:47:15","2","0","ORIGINATOR_CANCEL","3f21ed5e-145d-4362-843a-b5ebd93a7e33","","1001","",""
"Amit","1001","1002","default","2017-08-28 16:47:19","","2017-08-28 16:47:25","6","0","ORIGINATOR_CANCEL","92adb43b-6254-4c53-8bef-86a0a688df73","","1001","",""
